team,Season,Co-ed teams,LGBT teams,Straight/Gay Teams,Friend teams,Hometown,Relation,Occupation,Legs Competed,Legs Won,Placement,Average Position,Roadblock<br/>Count,All-female teams,Asian-American Teams,Engaged teams,Lesbian teams,Interracial Teams,Interracial Teams],,Version,Dating teams,U-Turned teams,wgPageContentModel:wikitext,Medevac,wgRelevantPageName:Abby_\u0026_Will,Disabled teams,Married teams,Express Pass users,Finalists,Hashtag,Internet Movie Database,Exes teams,Yield users,Yielded teams,All-male teams,Family teams,In-law teams,wgRelevantPageName:Aiello_Family,wgRelevantArticleId:,African-American Teams,wgRelevantPageName:Aja_\u0026_Ty,African-American teams,Cousins teams,Disabled teams],U-Turn users,Sibling teams,wgRelevantPageName:,Reality Show Teams,Work-related teams,Speed Bump performers,wgPageContentLanguage,wgRelevantPageName:Amanda_\u0026_Chris,wgRelevantArticleId:2220,Reality Show Teams],Winners,Winners],Parent/Child teams,YouTube,Jewish Teams,Jewish Teams],wgRelevantPageName:Anita_\u0026_Arthur,Discharged teams,Discharged teams],wgRelevantPageName:Anthony_\u0026_Stephanie,Penalized teams],wgRelevantPageName:Avi_\u0026_Joe,wgPageContentLanguage:,Stranger teams,Gay Teams,Blind Dating teams,Stranger teams],Muslim Teams,Muslim Teams],wgRelevantPageName:Bilal_\u0026_Sa'eed,Deceased,Deceased],Died,wgRelevantPageName:Black_Family,wgRelevantPageName:Bob_\u0026_Joyce,wgRelevantArticleId:2310,wgRelevantPageName:Brad_\u0026_Victoria,wgRelevantArticleId:2271,LGBT Winners,LGBT Winners],Dating teams],wgPageContentModel,Gay/Bisexual Teams,Lesbian teams],LGBT teams],wgRelevantPageName:Cyndi_\u0026_Russell,wgRelevantPageName:Dave_\u0026_Cherie,wgRelevantPageName:Dave_\u0026_Lori,Quitters,Quitters],wgRelevantPageName:Debbie_\u0026_Bianca,wgRelevantPageName:Debra_\u0026_Steve,wgRelevantArticleId:2282,wgRelevantPageName:Dennis_\u0026_Erika,Straight/Bisexual Teams,Twin sibling teams,Composite teams,Returning racers,wgRelevantPageName:Eric_\u0026_Lisa,wgRelevantPageName:Fran_\u0026_Barry,wgRelevantArticleId:2234,wgRelevantPageName:Gaghan_Family,wgRelevantPageName:Garrett_\u0026_Jessica,wgRelevantPageName:Gina_\u0026_Sylvia,wgRelevantArticleId:2295,wgRelevantPageName:Hope_\u0026_Norm,wgRelevantArticleId:2280,Date Night users,wgRelevantPageName:Jim_\u0026_Marsha,wgRelevantPageName:Jody_\u0026_Shannon,wgRelevantPageName:Joe_\u0026_Ian,wgRelevantPageName:Joey_\u0026_Danny,wgRelevantPageName:John_\u0026_Scott,wgRelevantPageName:Jon_\u0026_Al,wgRelevantPageName:Kate_\u0026_Pat,Hazard performers,Social Media,wgRelevantPageName,wgRelevantPageName:Kim_\u0026_Leslie,wgRelevantPageName:Kris_\u0026_Jon,Non-Elimination Leg Survivors],wgRelevantPageName:Lake_\u0026_Michelle,wgRelevantPageName:Lance_\u0026_Keri,Linkedin,Straight/Bisexual Teams],wgRelevantPageName:Liam_\u0026_Yeremi,wgRelevantPageName:Linz_Family,wgRelevantPageName:Lisa_\u0026_Joni,wgRelevantPageName:Lori_\u0026_Bolo,wgRelevantArticleId,Hispanic-American Teams,Gay Teams],wgRelevantPageName:Lynn_\u0026_Alex,wgRelevantPageName:Marcy_\u0026_Ron,wgRelevantArticleId:2279,wgRelevantPageName:Marisa_\u0026_Brooke,wgRelevantPageName:Mary_\u0026_Peach,wgRelevantPageName:Matt_\u0026_Ana,wgRelevantArticleId:2171,wgIsProbablyEditable:false,wgRelevantPageName:Megan_\u0026_Heidi,wgRelevantArticleId:2321,wgRelevantPageName:Michael_\u0026_Kathy,Speed Bump performers],wgRelevantPageName:Millie_\u0026_Chuck,Work-related teams],wgRelevantPageName:Pat_\u0026_Brenda,wgRelevantPageName:Peggy_\u0026_Claire,wgRelevantPageName:Preston_\u0026_Jennifer,Friend teams],wgRelevantPageName:Rob_\u0026_Kelley,wgRelevantPageName:Rob_\u0026_Sheila,wgRelevantPageName:Robbin_\u0026_Chelsea,wgRelevantPageName:Russell_\u0026_Cindy,wgRelevantPageName:Ryan_\u0026_Chuck,wgRelevantArticleId:2318,wgRelevantPageName:Steve_\u0026_Linda,wgRelevantPageName:Tian_\u0026_Jaree,Greeters,wgRelevantPageName:Tim_\u0026_Danny,wgRelevantPageName:Tim_\u0026_Rex,wgRelevantPageName:Todd_\u0026_Ashlie,wgRelevantPageName:Vipul_\u0026_Arti,profile_txt,profile_txt2
Nicolas_%26_Donald,['12'],,,,,"Chicago, Illinois (Nicolas)<br/>Elkhorn, Wisconsin (Donald)",Grandson/grandfather,Pilot (Nicolas)<br/>Retired (Don),11,1,3rd,4.18,Nicolas: 6<br/>Donald: 4,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],['no profile info']
Nicole_%26_Travis,['23'],1.0,,,,"Atlanta, Georgia",Married ER Doctors,ER Physicians,12,3,3rd,2.58,Nicole: 7<br/>Travis: 6,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,"['Age: 39\nHometown: Atlanta, Ga.\nConnection to your teammate: Married\nCurrent occupation: ER Physician\nDescribe what you do: I take care of everyone and anyone who comes into the Emergency Department.\n3 words to describe you: Driven, sincere and perseverant.\nFavorite hobbies: Travel, studying history and spending time with my family.\nWhat is the accomplishment you are most proud of? Being able to be a mother of four while being a wife and practicing medicine.\nWhat famous person reminds you of yourself? Angelina Jolie – she has balance being a mother and wife while maintaining her own career.\nWhat famous person reminds you of your teammate? Will Smith – he is a driven man who appears to put family first.\nWhat scares you most about traveling? Losing my luggage or my passport.\nWhat excites you most about traveling? Visiting new places, trying new foods, meeting new people and learning from those people.\nBiggest challenge you and your teammate will face on The Race together: Travis tends to be very, very critical of everyone… especially me. This definitely causes conflict in our relationship at times.\nPet peeve about your teammate: Travis thinks he is always right. OMG – we really bump heads about that.\nWhat country and place would you most like to visit and why? I would love to visit Greece! It seems so majestic and full of history. The architecture is phenomenal.\nWhat do you hope to accomplish by running The Race (other than winning one million bucks)? Travis and I love to travel and want to see the world together. We also had children right after we married so it will be nice to focus on us.\n', ""Age: 43\nHometown: Atlanta, Ga.\nConnection to your teammate: Married\nCurrent occupation: ER Physician\nDescribe what you do: I care for sick patients in urgent and emergency situations. I'm also a comforter in times of family tragedy.\n3 words to describe you: Friendly, caring and giving.\nFavorite hobbies: Coaching track and basketball, doing home improvement projects and playing with my kids.\nWhat is the accomplishment you are most proud of? Being the husband of a beautiful, smart wife and the father of five healthy children.\nWhat famous person reminds you of yourself? Denzel Washington, because he's cool and private.\nWhat famous person reminds you of your teammate? Vanessa Williams, because her talent outlasts and outshines her beauty.\nWhat scares you most about traveling? The risk of illness scares me the most.\nWhat excites you most about traveling? I'm most excited about seeing new sights and learning about different cultures.\nBiggest challenge you and your teammate will face on The Race together: She hears me when I talk but doesn't seem to listen to what I'm saying.\nPet peeve about your teammate: When she stays late at work and constantly receives texts and emails on her mobile phone.\nWhat country and place would you most like to visit and why? South Africa, because of its rich and controversial history and its vast cultural diversity.\nWhat do you hope to accomplish by running The Race (other than winning one million bucks)? I'm hoping to experience the world in a different way and to grow closer to my wife by fighting through conflicts together.\n"", ""Notes:\n\n1: Leg 1 had two Roadblocks and no Detour. The team member who sat out the first Roadblock was required to perform the second one.\n\n2: Nicole & Travis initially arrived first at the Pit Stop, but received a 30-minute penalty for taking a taxi to the Pit Stop when the clue instructed them to make their way on foot. During their penalty, Tim & Marie checked-in first, dropping them to second.\n\n3: Nicole & Travis used their Express Pass to bypass the Detour. They did not choose a Detour task due to the Detour's singular location.\n\n""]",['no profile info']
Oswald_%26_Danny,"['2', '11']",,1.0,,1.0,"New York City, New York (Oswald)<br/>Miami, Florida (Danny, formerly Oswald)",Best friends,Ad agency consultant (Oswald)<br/>Program manager (Danny),"['11', '12']","['3', '3']","['4th', '4th']","['4.00', '2.67']","['Oswald: 6<br/>Danny: 3', 'Oswald: 4<br/>Danny: 5']",,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Oswald and Danny met in 1994 and gradually became friends. When Danny\'s life partner died, Oswald was there to help, and in Danny\'s words, the two ""became partners in crime."" Oswald and Danny have traveled extensively together, mostly to Los Angeles and New York, but also to Paris, Milan, and Berlin. On their travels, they ""had amazing new experiences and most of all, lots of fun.""\n', 'The pair decided to team up for THE AMAZING RACE because they expect the experience to bring them closer together. ""Only someone like Oswald could be strong enough to endure the kind of life-changing experiences that a project like this may bring,"" said Danny. Oswald added, ""We balance each other perfectly.""\n', 'What strengths and weaknesses do you bring to the Team?\n', 'What strengths and weaknesses does your teammate bring to the Team?\n', 'What is your favorite film?\n', 'What is your favorite TV show?\n', 'Who is your favorite actor?\n', 'Who is your favorite actress\n', 'What is your favorite band?\n', 'What comfort item from home will you miss the most?\n', '', '\n', ""These best friends from Season 2 had a falling out several years ago, but have since mended their relationship and claim to be better friends now than they've ever been during their 12 years of friendship.\n"", ""Even though these two don't live in the same city, they still see each other quite frequently and are ready to take another adventure of a lifetime together.\n"", 'Oswald describes himself as compassionate and resourceful while Danny can be described as an adventurous person who tries to keep things real and exciting at all times. Oswald claims to be the more focused of the two a trait that will surely be tested while racing against the all-stars. Their personalities are infectious and they truly enjoy their lives. Both have traveled the globe, speak several foreign languages between the two, and feel right at home on foreign soil.\n']","['\n', 'The Amazing Race 2', 'The Amazing Race: All-Stars']"
Pam_%26_Winnie,['22'],,,,1.0,"Los Angeles, California",Best friends,Art Director and Fitness Instructor (Pam)<br/>Senior Project Manager (Winnie),7,1,7th,4.15,Pam: 4<br/>Winnie: 4,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Age: 29\nCurrent Residence: Los Angeles, CA\nConnection to your teammate: Best Friend\nCurrent occupation: Art Director and Fitness Instructor\nDescribe what you do: I design sets for TV commercials. I also teach barre fitness classes at Pop Physique. Sometimes I moonlight as Batman.\nThree words to describe you: Clever, spectacular and scrappy.\nFavorite hobbies: Trapeze and arts and crafts.\nWhat is the accomplishment you are most proud of? Changing careers time after time until I found what I really love to do.\nWhat famous person reminds you of yourself? Tina Fey, because she's awesome without even trying.\nWhat famous person reminds you of your teammate? Kristen Wiig, because she's almost as funny as Tina Fey.\nWhat scares you most about traveling? Bathrooms.\nWhat excites you most about traveling? Food! I love tasting local cuisines. Ironically, the local cuisine is what sends me to scary bathrooms.\nBiggest challenge you and your teammate will face on The Race together: When we're both irritated we get snappy and talk over each other. Occasionally it turns into hand-to-hand combat. I usually win.\nPet peeve about your teammate: She doesn't like to share her food. She acts like she'll never eat again if I take a few bites. I may starve to death on the Race if she doesn't learn to share.\nWhat country and place would you most like to visit and why? Antarctica, because I've heard it's absolutely mesmerizing.\nWhat do you hope to accomplish by running The Race (other than winning one million bucks)? I'd like to have one of those enlightening moments when the meaning of life and all the world's secrets are bestowed upon me. I'd also like to see Winnie cry... just to make sure she's human. I've seen her cry twice and each time it was a single tear running down her cheek.\n"", ""Age: 29\nCurrent Residence: Los Angeles\nConnection to your teammate: Best Friend\nCurrent occupation: Senior Project Manager\nDescribe what you do: I work with overseas factories to manufacture cosmetic products for different retail brands.\nThree words to describe you: Manly, tough and funny.\nFavorite hobbies: Hiking with my dogs, eating chocolate and shopping.\nWhat is the accomplishment you are most proud of? Being able to stay friends with crazy Pam for 10 years and not have physically harmed her.\nWhat famous person reminds you of yourself? Chelsea Handler.\nWhat famous person reminds you of your teammate? Lou Ferrigno – Pam turns into scary Hulk when she's mad.\nWhat scares you most about traveling? Gross bathrooms terrify me.\nWhat excites you most about traveling? Seeing how other people in the world live.\nBiggest challenge you and your teammate will face on The Race together: Pam has a strong L.A. accent. Hopefully, she learns to speak proper English by the end of the Race.\nPet peeve about your teammate: She starts too many fights with big people. She really is disillusioned about her size.\nWhat country and place would you most like to visit and why? Egypt. I want to see the pyramids before I die.\nWhat do you hope to accomplish by running The Race (other than winning one million bucks)? I hope to acquire even more skills that make me more badass.\n"", 'Notes:\n\n1: Leg 1 had two Roadblocks and no Detour. The team member who sat out the first Roadblock was required to perform the second one.\n\n']",['no profile info']
Paolo_Family,['8'],1.0,,,,"Carmel, New York","Dad, mom and kids",Sanitation worker (Tony)<br/>Homemaker (Marion)<br/>Title report production (DJ)<br/>High school student (Brian),8,2,5th,4.13,Tony: 1<br/>Marion: 1<br/>DJ: 3<br/>Brian: 2,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],['no profile info']
Pat_%26_Brenda,['1'],,,,1.0,"Landenberg, Pennsylvania (Pat)<br/>Elkton, Maryland (Brenda)",Working moms,,3,1,9th,5.00,Pat: 2<br/>Brenda: 0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"[""I'd most like to receive a letter from: My kids Caitlin and Michael\nComfort item from home I'll miss the most: Waterbed and hot tub\nHobby or activity I'll miss the most: Cuddling with my loved ones\nI'd most like to receive a phone call from: Caitlin and Michael or Charlie\nSunday paper I read most often: Delaware New Journal\nFavorite TV show: Weather Channel\nFavorite Movie: Casablanca\nFavorite Actor: Harrison Ford\nFavorite Actress: Susan Sarandon\nFavorite Music: Jimmy Buffet; Blues\n"", ""I'd most like to receive a letter from: My husband and kids\nComfort item from home I'll miss the most: My kids' hugs and kisses\nHobby or activity I'll miss the most: Working out at the gym\nI'd most like to receive a phone call from: My husband and kids\nSunday paper I read most often: News Journal\nFavorite TV show: Lonely Planet; Survivor\nFavorite Movie: Joe Versus the Volcano\nFavorite Actor: Kevin Spacey\nFavorite Actress: Meryl Streep\nFavorite Music: World; Blues\n"", 'Pat & Brenda are the eighth team introduced at the Starting Line at the Bethesda Fountain in Central Park, New York City. In their confessional, Brenda says she hopes that she and Pat inspires other women with families to be themselves, while Pat states while their husbands weren\'t ""real crazy"" for them going around the world, that she and Brenda decided to apply for the show anyway.\n', ""After Phil Keoghan officially starts the first leg of the race, they learn they have to fly to Johannesburg, South Africa, where they'll find their next clue in Johannesburg International Airport, and that there are three flights to Johannesburg from New York City, but are not informed from which airport they're departing at. The mothers decide to head toward Times Square to catch a taxi. They are able to make it on the first flight to South Africa, along with Frank & Margarita, Joe & Bill, Lenny & Karyn, and Rob & Brennan.\n"", 'After landing in Johannesburg, they pick up the second clue informing them to sign up for a charter flight to Livingstone, Zambia, and get their next clue from a car waiting outside of Livingstone Airport. Pat & Brenda end up on the second charter with Lenny & Karyn.\n', 'After they decide to hire a driver, they head to Victoria Falls, Pat & Brenda head to Batoka Gorge for their next clue, rather than perform the Fast Forward. At this point in the Race, they are currently in fifth.\n', 'Arriving at Batoka Gorge, they find the Detour. Despite Pat being scared, the mothers decide to do Air. After finishing the task, they receive their next clue informing them to head to the Pit Stop at Songwe Village. They finish the leg in 5th place.\n', 'Pat & Brenda start Leg 2 at 3:35 am. Opening their clue, they are told to head to Songwe Museum. They decide to drive from the village to find the museum. Despite asking for directions, they cannot locate the museum and choose to do the Fast Forward. Pat & Brenda head toward Bundu Adventures.\n', 'After arriving, the mothers have to whitewater raft down a part of the Zambezi River to get the Fast Forward pass. They complete the task, and earn the Fast Forward, informing them to head to the Arc de Triomphe in Paris, France. Both are excited to visit Paris.\n', 'Despite Brenda having a breakdown while in Johannesburg International Airport, they are able to get one of the first two flights to Paris. Once they arrive at Charles de Gaulle Airport in Paris, they head to the Pit Stop at the Arc de Triomphe, while the other teams head to the Eiffel Tower. After touching on the Pit Stop, they finish the leg in 1st.\n', 'Pat & Brenda started the third leg at 9:06 pm. Opening the first clue for the leg, they are told to head to La Grande Roue. After asking a local Parisian, who points out the Ferris wheel is further down the street, the mothers decide to take the subway to get there. After arriving to the site of the attraction, Pat & Brenda find the clue for the Detour. They choose Easy Walk, where they have to find Foucault pendulum and get their next clue from a cat statue. Not knowing that there are two Foucault pendulums in Paris, they head unintentionally to the incorrect location at Musée des Arts et Métiers to wait until the location opens. They look around the grounds before the location opens, seeing the pendulum, but no cat statue.\n', 'The following morning, at 10:00 am, Pat & Brenda enter the museum. They search for a cat statue, but are still unable to find it. A curator, who overheard the mothers, informs them that they are likely looking for the pendulum at the Panthéon. They exit the museum to get to the correct location.\n', ""After getting the clue at the Panthéon, they are informed to head to Hôtel de Ville, where they will need to find a person in a blue suit, who'll give them their next clue. Pat & Brenda decide to take the subway to get there.\n"", ""Once they get their clue from the man at Hôtel de Ville, they find the Roadblock. Pat volunteers to perform the task. For the Roadblock, Pat will have to wear a sanitary suit and walk through the sewers to find their clue near Place du Châtelet. After finishing the Roadblock, they learn they have to make their way to the Pit Stop at Château des Baux in Les Baux de Provence by train. Despite their hopes, however, their error with the location of the pendulum caused too big of a gap between them and the other teams. Phil informs Pat & Brenda once they've reached the mat, they've been eliminated from The Amazing Race.\n"", ""Notes: \n\n1: There was an unaired Roadblock where one teammate had to cook a whole ostrich egg for the whole team to eat. While they weren't shown doing the roadblock in the DVD release, Pat confirmed that she did the roadblock in a later interview.""]",['no profile info']
Paul_%26_Amie,['1'],1.0,,,,"Los Angeles, California",Engaged/cohabiting couple,Actor (Paul)<br/>Bartender (Amie),5,0,7th,6.60,Paul: 3<br/>Amie: 1,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I'd most like to receive a letter from: Brothers\nComfort item from home I'll miss the most: Pillows\nHobby or activity I'll miss the most: Ice hockey; gym\nI'd most like to receive a phone call from: Mother\nSunday paper I read most often: New York Daily News\nFavorite TV show: Friends\nFavorite Movie: The Godfather\nFavorite Actor: Robert De Niro\nFavorite Actress: Meg Ryan\nFavorite Music: Rock; Alternative\n"", ""I'd most like to receive a letter from: Parents; grandmom and pop\nComfort item from home I'll miss the most: Music; pillows; massager\nHobby or activity I'll miss the most: Rollerblading; dance class; emails\nI'd most like to receive a phone call from: My sister Deana\nSunday paper I read most often: Los Angeles Times\nFavorite TV show: Friends\nFavorite Movie: Good Will Hunting\nFavorite Actor: Robert Downey Jr.\nFavorite Actress: Julia Roberts\nFavorite Music: R&B\n"", 'Paul & Amie are the second team introduced at the Starting Line at the Bethesda Fountain in Central Park, New York City. In their confessional, they remark that the race will have an impact on their relationship.\n', ""After Phil Keoghan officially starts the first leg of the race, they learn they have to fly to Johannesburg, South Africa, where they'll find their next clue in Johannesburg International Airport, and that there are three flights to Johannesburg from New York City, but are not informed from which airport they're departing at. Using a payphone, Paul gets information that the flights are departing from John F. Kennedy International Airport. They argue a bit over whether to take a train or cab to the airport, they take a train, however they get off at the wrong station. This mistake costs them, as they are on the third flight to Johannesburg with Kevin & Drew, Matt & Ana, and Nancy & Emily.\n"", 'After landing in Johannesburg, they pick up the second clue informing them t']",['no profile info']
Peggy_%26_Claire,['2'],,,,1.0,"Truckee, California (Peggy)<br/>Los Gatos, California (Claire)",Friends,Resort concierge (Peggy)<br/>Retired (Claire),3,0,9th,9.00,Peggy: 0<br/>Claire: 1,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,['no profile info'],['no profile info']
Peter_%26_Sarah,['10'],1.0,,,,"Laguna Beach, California (Peter)<br/>Trabuco Canyon, California (Sarah)",Recently dating,Clinical prosthetitist (Peter)<br/>Motivational speaker (Sarah),6,2,7th,3.17,Peter: 4<br/>Sarah: 2,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Notes:\n\n1: During the leg, Peter & Sarah had fallen so far behind that all the other teams had already checked into the Pit Stop before Peter & Sarah even arrived at the Detour. When they finally found their next Route Marker at Souk Sulaibiya, instead of performing the Detour, Peter & Sarah were instructed to go directly to the Pit Stop, where they were eliminated.\n\n']",['no profile info']
Preston_%26_Jennifer,['14'],1.0,,,,"Columbia, South Carolina",Dating,Software engineer (Preston)<br/>Nursing Student / Bartender (Jennifer),1,0,11th,11.00,Preston: 1<br/>Jennifer: 0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,[],['no profile info']
Quinton_%26_Mattie,['34'],1.0,1.0,,1.0,"Pasadena, California (Quinton)<br/>Vista, California (Mattie)",Best Friends,Choreographer (Quinton)<br/>Dance Coach (Mattie),7,0,6th,5.43,Quinton: 5<br/>Mattie: 3,,,,,1.0,,1.0,"<a href=""/wiki/The_Amazing_Race_(US)"" title=""The Amazing Race (US)"">United States</a>",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],['no profile info']
Rachel_%26_Dave,['20'],1.0,,,,"Madison, Wisconsin",Married,Project manager (Rachel)<br/>U.S. Army Officer (Dave),12,8,1st,1.83,Rachel: 6<br/>Dave: 5,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Age:\xa030\nHometown:\xa0Madison, Wis.\nConnection to your teammate:\xa0Married\nCurrent occupation: Project Manager\nDescribe what you do:\xa0I manage healthcare software implementations in hospitals and clinics. You probably grew up with paper charts and I am helping replace them, and other electronic medical records, with our software.\nHow will these skills help you win The Race?\xa0I work with and manage many different people and personalities, and I have a ""do what it takes"" approach to work and life.\nThree words to describe you:\xa0Optimistic, driven and outgoing.\nFavorite hobbies:\xa0Dancing, traveling and intramural sports—volleyball, softball, kickball.\nWhat famous person reminds you of yourself?\xa0Ryan Seacrest—I know he\'s a guy, but we both get along with everyone and we are very driven, hard-working people.\nWhat famous person reminds you of your teammate?\xa0JFK Jr. because he is smart, sexy, witty, likeable and politically savvy.\nWhat is the accomplishment you are most proud of?\xa0I\'m proud of myself for always being up for trying anything. Life is short and I want to experience as much as I possibly can.\nWhat scares you most about traveling?\xa0Nothing scares me when I travel. I dread hotels without elevators when I\'m packing heavy, though.\nWhat excites you most about traveling?\xa0I love to travel! I love experiencing different cultures…people, history, food, animals and shops.\nBiggest challenge you and your teammate will face on The Race together?\xa0Neither of us likes to be wrong and we are very competitive with each other. I would like to work on being a team and taking each other\'s advice.\nPet peeve about your teammate:\xa0He\'s insanely anal…obsessive-compulsive anal. Things always have to be neat, clean and exactly how he wants them.\nWhat country and place would you most like to visit and why?\xa0Bora Bora, Tahiti—I\'ve seen pictures and it looks amazing. I would love to stay in one of those huts in the ocean.\nWhat do you hope to accomplish by running The Race (other than winning one million bucks)?\xa0I hope to reconnect with Dave. Being away from my husband for a year, with a lack of regular communication and having nothing in common due to our environments was way more difficult than I ever thought it would be.\n', 'Age:\xa033\nHometown:\xa0Madison, Wis.\nConnection to your teammate: Married\nCurrent occupation:\xa0U.S. Army Officer\nDescribe what you do: I have served in a variety of capacities as an officer for the Wisconsin Army National Guard including Blackhawk Helicopter Pilot, Military Intelligence Officer, and Assistant Professor of Military Science for the University of Wisconsin-Madison.\nHow will these skills help you win The Race?\xa0The obvious response would be the ability to cope and manage excessive stressors, and physical fitness due to the\xa0nature of the challenges. But persistence and attention to detail seem to be the attributes most essential for success.\nThree words to describe you:\xa0Motivated, resourceful and aggressive.\nFavorite hobbies:\xa0Socializing, boating, fitness and traveling.\nWhat famous person reminds you of yourself?\xa0Bill Clinton – we share a common affinity for music, politics, academics and socializing.\nWhat famous person reminds you of your teammate?\xa0Marilyn Monroe – being vivacious, beautiful and the center of attention.\nWhat is the accomplishment you are most proud of?\xa0Having graduated from undergraduate studies in three years while being a young father (unexpectedly), a full-time employee and serving in the National Guard.\nWhat scares you most about traveling?\xa0Being disoriented in an unfamiliar environment without knowing the language.\nWhat excites you most about traveling?\xa0Experiencing foreign cultures and ""once-in-a-lifetime"" experiences.\nPet peeve about your teammate:\xa0Rachel is a persistent optimist which, for a realist can be annoying and overwhelming.\nWhat country and place would you most like to visit and why?\xa0Russia, due to the historical significance of the Cold War and prevalence of vodka!\nWhat do you hope to accomplish by running The Race (other than winning one million bucks)?\xa0Travel, communication and competition. Traveling to exotic locations while honing our communication skills and improving upon our relationship.\n', 'Notes:\n\n1: Rachel & Dave elected to use the Express Pass to bypass the Strung Out Detour in Leg 3.\n\n2: Rachel & Dave initially arrived 2nd, but were issued a 2-hour penalty for using up all of their allotted bottles at the Roadblock and not finishing the task. During this time, four teams checked in at the Pit Stop, dropping Rachel & Dave to 6th.\n\n3: Leg 12 had two Roadblocks and no Detour. The team member who sat out the first Roadblock was required to perform the second one.\n\n4: Rachel & Dave initially arrived 1st at the Finish Line, but they had accidentally skipped the second Roadblock of the leg and were told to turn back to complete it. This did not affect their placement.\n\n']",['no profile info']
