Age_x,Age_y,LGBT_team,AficanAm_team,Friend_team,Family_team,Stranger_team,Female_team,Male_team,Coed_team,AsianAm_team,Married_team,Disabled_team,Hispanic_team,Couple_or_Ex_team,Interracial_team,RealityShow_team,Season,RPlace,Name_x,Name_y,Hometown_x,Hometown_y,Avg_Age,Age_Diff,State_x,State_y,Same_State,Occupation_x,Occupation_y,profile_txt,profile_txt2,Top_3,Y
38,39,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,10,Hope Davis,Norm Davis,"Clinton, Tennessee","Clinton, Tennessee",38.5,1, Tennessee, Tennessee,True,Real estate agent ,Sales representative ,"[""Hope and Norm were 20 years old when they met in Clinton, Tennessee. It was July 1983, the summer before their junior year in college. Norm played it cool, waiting about a month before asking Hope out. After dating Norm for three years, Hope moved to Clinton and the two were married. They've done a little traveling together, and both have enjoyed the adventure and the quality time together.\n"", 'Hope and Norm decided to team up for THE AMAZING RACE mostly for the challenge and the adventure. According to Hope, ""I would not have signed up with anyone else! Norm could complete the race with anyone and have a great time. Our strengths are that we compliment each other\'s weaknesses."" When thinking about how participating in THE AMAZING RACE will affect their relationship, Hope says, ""We think that the Race will make us stronger and will add to our memories of one another that will last a lifetime.""\n', 'What strengths and weaknesses do you bring to the Team?\n', 'What strengths and weaknesses does your teammate bring to the Team?\n', 'What is your favorite film?\n', 'What is your favorite TV show?\n', 'Who is your favorite actor?\n', 'Who is your favorite actress\n', 'What is your favorite band?\n', 'What comfort item from home will you miss the most?\n', 'Notes: \n', '\n1:\nHope & Norm tied with Blake & Paige for 4th place.\n']",['no profile info'],0,0
63,65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,Peggy Kuhn,Claire Jinks,"Truckee, California","Los Gatos, California",64.0,2, California, California,True,Resort concierge ,Retired ,['no profile info'],['no profile info'],0,0
27,27,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,8,Shola Richards,Doyin Richards,"Albany, New York","Albany, New York",27.0,0, New York, New York,True,Independent contractors,Independent contractors,"[""Despite their incredibly close relationship, identical twins Shola and Doyin haven't really traveled together much, so neither knows exactly what to expect during THE AMAZING RACE.\n"", 'They decided to team up for the Race partly to put their relationship to the test. Shola adds, ""The idea of being able to travel all over the world, while competing on a worldwide stage for $1 million, and to do it all with my twin brother, is way too enticing for me to pass up."" Going into the Race, both feel that the experience will strengthen their relationship.\n', 'What strengths and weaknesses do you bring to the Team?\n', 'What strengths and weaknesses does your teammate bring to the Team?\n', 'What is your favorite film?\n', 'What is your favorite TV show?\n', 'Who is your favorite actor?\n', 'Who is your favorite actress\n', 'What is your favorite band?\n', 'What comfort item from home will you miss the most?\n', 'Notes:\n\n1: By the time Shola & Doyin got to the Matterhorn Sand Dune, they were too far behind the other teams and were ordered to go directly to the Pit Stop.\n\n']",['no profile info'],0,0
45,46,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,7,Cyndi Kalenberg,Russell Kalenberg,"Brainerd, Minnesota","Brainerd, Minnesota",45.5,1, Minnesota, Minnesota,True,Pastors,Pastors,"['Cyndi and Russell met in the tenth grade at Hutchinson High School in Hutchinson, Minnesota. Cyndi was a new transfer student that year, and the two have been together ever since. During their 28-year marriage, they have traveled together many times. Because they live in a cold place, they like to head south to the ocean for a couple of weeks in winter; thus their best travel experiences usually involve lying on a beach. According to Cyndi, ""Our worst travel experience is when I have tried to \'get by cheap\' and we end up in a dive and have to scramble for a hotel at the last minute.""\n', 'Russell and Cyndi decided to team up for THE AMAZING RACE ""to face the challenge of racing around the world, seeing all the beautiful locations, but most importantly, building a lifetime memory with each other."" As they approach the starting line, they resolve that ""win or lose, we will allow this experience to draw us closer together. Our relationship with God and each other cannot be measured in any dollar amount.""\n', 'What strengths and weaknesses do you bring to the Team?\n', 'What strengths and weaknesses does your teammate bring to the Team?\n', 'What is your favorite film?\n', 'What is your favorite TV show?\n', 'Who is your favorite actor?\n', 'Who is your favorite actress\n', 'What is your favorite band?\n', 'What comfort item from home will you miss the most?\n']",['no profile info'],0,0
38,33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,6,Mary Lenig,Peach Krebs,"Sunbury, Pennsylvania","Paxinos, Pennsylvania",35.5,5, Pennsylvania, Pennsylvania,True,Adventure trip organizer/Hair salon co-owner ,Hair stylist/Hair salon co-owner ,"['Sisters Mary and Peach have done quite a bit of traveling together in the past, usually when Mary forces Peach to go so that she can grow as a person. As a Team, they\'re a study in opposites. Whereas Peach prefers 5 Star hotels and Gucci, Mary likes backpacking and dirt. Mary insists that ""Peach likes to shower, but I don\'t.""\n', 'Peach is a bit concerned about the rigors ahead in THE AMAZING RACE. Before applying, she had never ever put on a backpack; the first time she did, she fell over backwards. In public, this Team tends to attract attention: ""Whenever we are together, people stare at us and ask us what are we doing, because we are causing so much chaos. When we tell them we are sisters, they are in shock!""\n', 'What strengths and weaknesses do you bring to the Team?\n', 'What strengths and weaknesses does your teammate bring to the Team?\n', 'What is your favorite film?\n', 'What is your favorite TV show?\n', 'Who is your favorite actor?\n', 'Who is your favorite actress\n', 'What is your favorite band?\n', 'What comfort item from home will you miss the most?\n', 'Notes: \n\n1: By the time Mary & Peach got to the Roadblock, they were too far behind the other teams and were told to go directly to the Pit Stop.\n']",['no profile info'],0,0
33,28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,5,Gary Rosen,Dave Lepeska,"New York, New York","Brooklyn, New York",30.5,5, New York, New York,True,Writers,Writers,"['Writers Gary and Dave met during a job interview. According to Gary, ""It was a chilly winter in Chicago about five years ago. We hung out drinking beers. We didn\'t like each other then, and we don\'t now."" The two once went on a cross-country road trip together, and Gary claims that they ""couldn\'t go three turn-offs without getting into a fight. The best part of traveling together is always having someone to yell at, but that\'s the worst part too."" Dave\'s version is slightly different: ""Worst aspect--Gary consistently getting us lost. Best aspect--my sense of direction.""\n', 'Gary and Dave decided to team up for THE AMAZING RACE because they ""were running out of unemployment checks in NYC and needed to find a new racket."" When pondering how THE AMAZING RACE might affect their relationship, Dave says, ""Well, I figure it couldn\'t get any weaker."" Gary agrees: ""We figure the relationship won\'t get any more strained…. If anything, we figure it will have to strengthen it.""\n', 'What strengths and weaknesses do you bring to the Team?\n', 'What strengths and weaknesses does your teammate bring to the Team?\n', 'What is your favorite film?\n', 'What is your favorite TV show?\n', 'Who is your favorite actor?\n', 'Who is your favorite actress\n', 'What is your favorite band?\n', 'What comfort item from home will you miss the most?\n', 'Notes: \n\n1: Gary & Dave attempted Seek Out for the Detour before switching to Freak Out. \n\n2: Gary & Dave incurred a retroactive 42-minute penalty for speeding. Their penalty was issued after their check in.\n\n3: Gary & Dave attempted Cool Down for the Detour before switching to Heat Up.\n']",['no profile info'],0,0
25,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,Blake Mycoskie,Paige Mycoskie,"Nashville, Tennessee","Arlington, Texas",23.0,4, Tennessee, Texas,False,Owner of advertising firm ,College student of Arizona State University ,"['Brother and sister Blake and Paige have quite a bit of experience traveling together, mainly on family vacations. Both agree that those times were fun, because they were ""always entertaining each other and making each other laugh."" They disagree, though, on the downside of those vacations. Whereas Blake claims that ""the worst was Paige always getting special treatment, since she is \'Daddy\'s Girl\'""; Paige insists that ""the worst was Blake doing everything possible to keep me away from any guys I met.""\n', ""The pair decided to team up for THE AMAZING RACE because they both love adventure but have not traveled much outside the U.S. They were separated all through college and saw this as a great way to reunite and do what they both love to do: compete. Blake thinks that participating in THE AMAZING RACE will enhance their relationship and provide them with stories to tell their friends for years to come. His only concern is that they both like to be in control of the situation. Paige worries that they'll drive each other crazy, but also has faith that their love and friendship will get them through the toughest times.\n"", 'What strengths and weaknesses do you bring to the Team?\n', 'What strengths and weaknesses does your teammate bring to the Team?\n', 'What is your favorite film?\n', 'What is your favorite TV show?\\\n', 'Who is your favorite actor?\n', 'Who is your favorite actress\n', 'What is your favorite band?\n', 'What comfort item from home will you miss the most?\n', ""Notes:\n\n1: Blake & Paige tied with Hope & Norm for 4th place.\n\n2: Blake did the Roadblock incorrectly and had to redo the task.\n\n3: Leg 13 had a Detour, however all teams were shown performing the same task, and was aired as a miscellaneous task which is believed to the Snow Cat task at Trapper's Creek.\n\n""]",['no profile info'],1,0
31,37,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,Tara Lynch,Wil Steger,"Los Angeles, California","Los Angeles, California",34.0,6, California, California,True,Home furniture designers,Home furniture designers,[],"['\n', 'Tara and Wil met five years ago on what Tara calls ""a blind date from hell."" They travel together frequently, and usually get along quite well, disagreeing mostly on financial issues. According to Wil, the best aspect of traveling with Tara is that they both know what they are doing; the worst aspect is that ""Tara has to eat vegetarian.""\n', '', '\n', 'What is your favorite film?\n', 'What is your favorite TV show?\n', 'Who is your favorite actor?\n', 'Who is your favorite actress\n', 'What is your favorite band?\n', 'What comfort item from home will you miss the most?\n', '', 'Bio', 'Q & A', 'Tara:  Braveheart', 'Wil:  Braveheart', 'Tara:  Everybody Loves Raymond', 'Wil:  Monday Night Football', 'Tara:  Edward Norton', 'Wil:  Mel Gibson', 'Tara:  Ruth Gordon', 'Wil:  Salma Hayek', 'Tara:  The Grateful Dead, Pete Yorn and Ryan Adams', 'Tara:  My friends and family', ""Wil:  None; I don't believe in comfort items[2]""]",1,0
25,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,Chris Luca,Alex Boylan,"Boston, Massachusetts","Boston, Massachusetts",24.5,1, Massachusetts, Massachusetts,True,Bartender ,Bartender ,[],"['\n', 'Chris and Alex met on the school bus heading for their first day of kindergarten, and have been friends ever since. They\'ve traveled extensively together, logging ""about a million miles on road trips."" According to Alex, ""The best thing about traveling with Chris is that he is just as crazy as I am."" Chris counters with his own assessment: ""The best aspects of traveling with Alex are his extensive travel experience and his uncanny ability to get us into some very interesting situations. The only weakness he has is that he\'s a loose cannon, but you get used to that.""\n', '', '\n', 'What strengths and weaknesses do you bring to the Team?\n', 'What strengths and weaknesses does your teammate bring to the Team?\n', 'What is your favorite film?\n', 'What is your favorite TV show?\n', 'Who is your favorite actor?\n', 'Who is your favorite actress\n', 'What is your favorite band?\n', 'What comfort item from home will you miss the most?\n', '', 'Bio', 'Q & A', ""Chris: The strengths I bring to the table are my level-headedness and the ability to think through situations and determine all the options and the best course of action. The inherent weakness of being like this is that my decisions aren't spur-of-the-moment or impulsive like they sometimes have to be."", ""Alex: I have an extensive amount of travel experience. I also speak a few languages. I have probably done more than most at the age of 24. It would be tough to put me in a situation that would intimidate me. My weakness is most likely my impulsiveness. I don't always think before I act."", ""Chris: Alex has a good head on his shoulders and quick decision-making skills. The only drawback to this is that even though he's smart, he sometimes doesn't think things through and runs around with his head cut off for a while"", ""Alex: Chris is one of the smartest people I know. He has two engineering degrees and a minor in Spanish. He can mastermind a game plan like no other. Chris is also one of the strongest competitors I know. Chris's weakness is probably his confidence making quick decisions. He sometimes ponders over a problem when he already knows the answer."", 'CHRIS: Goonies and Shawshank Redemption', 'ALEX: Scarface', 'Chris: Seinfeld', 'Alex: Wild on E', 'Chris: Robert De Niro', 'Alex: Al Pacino', 'Chris: Tea Leoni', 'Alex: Catherine Zeta-Jones', 'Chris: Changes daily; currently Creed', 'ALEX: U2', 'Chris: Savages baseball hat, computer', 'Alex: TV[2]']",1,1
35,34,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,12,Gina Diggins,Sylvia Pitts,"Hilton Head Island, South Carolina","Hilton Head Island, South Carolina",34.5,1, South Carolina, South Carolina,True,Homemakers,Homemakers,[],"['\n', ""Gina and Sylvia are two 30-something stay-at-home moms from Hilton Head Island, South Carolina, who are constantly on the go. Whether it's changing diapers, helping with homework or cheering on a little one at a soccer game, the pair have been busily taking care of their families and haven't had much time to focus on themselves.\n"", ""While both moms attended the University of South Carolina, they met and became friends at a baby shower. Instead of pursuing careers outside of their home, they both decided to become at-home moms, and they've been close ever since. As Gina and Sylvia experience the joys and frustrations of motherhood, their children, whose ages range from 16 months to 9 years, have already shared many memorable moments together.\n"", 'THE AMAZING RACE gives ""Team Soccer Mom"" the chance to experience an adventure away from their families before they head back to the chaos of daily life. ""Our lives revolve around kids, carpools, diapers, cleaning bathrooms, laundry, etc.,"" says Gina. ""I personally have had very little opportunity to travel. Everything I do on a daily basis is about my family, I want to do this trip for me.""\n', 'Sylvia agrees. ""I want to do something for me. I love taking care of my children but it\'s a job that requires one to devote themselves totally to someone else."" She adds, ""I\'m also doing it for my daughter. I want her to see me do something special. I don\'t want her to think that all I did was sit at home!""\n', ""While they're on the road, both Gina and Sylvia have photos of their families with them so they can keep them close to their hearts during the tough days that lie ahead. With their easy-going, Southern nature, they think they have the charm and sensibility to come out on top. Plus, to them, the challenge is nothing compared to being a mom with a hectic family schedule.\n"", '', '\n', 'How would you describe your previous travel experience?\n', 'What is the most stressful aspect of traveling?\n', 'What is the most important item in your backpack, and why?\n', 'Why did you want to be on THE AMAZING RACE?\n', 'Have you and your partner traveled together before? If so, what was it like?\n', 'What do you fear most about competing in THE AMAZING RACE?\n', 'What strengths and weaknesses do you bring to the Team?\n', 'What strengths and weaknesses does your teammate bring to the Team?\n', 'What will you miss the most from home (besides your bed)?\n', 'What languages do you speak?\n', 'What destination are you hoping to visit?\n', 'What country do you feel best prepared for?\n', '', 'Bio', 'Q & A', ""Gina: I personally have had very little travel experience. The Caribbean and a handful of states. That's one of the reasons I'm so excited about this trip."", ""Sylvia: I haven't done much traveling as an adult. As a child, I traveled with my mom to Peru (she is from Peru). But the older we got (my siblings and I), we didn't travel with her; she went alone. After I was married, my husband and I went to England."", ""Gina: The most stressful aspect of traveling, I think, will be the language barriers. It's going to be frustrating and scary at times, being unsure of where you're going and unable to communicate. That is a vulnerable position to be in."", ""Sylvia: On this Race, the most stressful aspect of traveling has to be our limited resources. We can't just check into a hotel or whip out a credit card and get out of town, or hop on a plane. Not to mention the language barrier!"", 'Gina: I packed two pictures of my husband and children. They are my inspiration. I really want them to be proud of me.', ""Sylvia: I'm carrying a photograph of my husband and our three children. They are my inspiration. They are the reasons for most everything I do."", ""Gina: I got married at 23, right out of college. My husband and two children are my life. I love them more than anything and wouldn't change a thing, but I want to do this Race for me. Everything I do on a daily basis is about someone else. I need to prove to myself I can do this."", ""Sylvia: My world is filled with my children and my husband, and I'm really happy with that. This is something that I'm doing for myself, because I want to. I wanted to show my children that they, too, can do anything they want in life, that their world doesn't have to have limitations."", ""Gina: All of our previous travel experiences consist of--you guessed it--vacations with the kids. We load up the minivan and take our five children anywhere family-oriented and driveable. It is very chaotic at times, but we're hopefully making great memories for the kids."", ""Sylvia: We've taken short trips. We've never traveled outside the country. I have a minivan that will fit the two of us and our children, so our trips have always been short and fun and within driving distance."", 'Gina: My fear would be to be presented with a challenge I may not be successful at, therefore letting down my Team. What I really hope to discover about myself is not my fears, but that I am stronger mentally and physically than I ever gave myself credit for.', ""Sylvia: I think I fear letting my partner down, and myself. I want to push myself emotionally and physically. I believe I can do it. I don't want to disappoint myself or Gina. So, I guess I'm fearful of my own limitations, and finding out what scares me, or what pushes my buttons."", 'Gina: Physically, I am not as strong as Sylvia. I also think I tend to get impatient. My strengths lie in the thinking clearly and studying the angles in the decision-making process.', 'Sylvia: I think I can be strong physically. I tend to be more of the risk-taker. I communicate well. I think my weakness is that I can be more emotional. I sometimes have a short fuse.', 'Gina: Physically, Sylvia is definitely the stronger of the two of us. She also can talk the two of us in and out of anywhere we need to go. She is funny and charming. People love her! Her weakness would have to be not paying attention to the details. We balance each other well; we let each other lead where they are strongest.', ""Sylvia: Gina brings rational thinking to our Team. She's a great problem-solver. She's smart. She's strong. She's a great leader. We balance each other well. I tend to be stronger, physically. That is mostly just because of her size."", ""Gina: What I will miss more than anything is not material; it is people: my husband and children. Everything else seems relatively unimportant. It's only a month. You can do anything for 30 days."", 'Sylvia: I will miss my three children and my husband most of all. I believe I will learn to appreciate my house, my van, my backyard, etc. I think we all take for granted the simple things that as Americans we have. Living in our country is truly a privilege.', 'Gina: Only English and a few Spanish words.', 'Sylvia: English and about ten Spanish words!', 'Gina: I would love to go to Greece or Italy.', ""Sylvia: I would love to go to Peru, specifically Machu Pichu. My mother is from Peru, and I have family there. I want to see this magical place that I have roots in. I haven't been to Peru since I was a small child. I have just some vague memories."", ""Gina: I really don't feel more prepared for any one particular place. Obviously the English-speaking countries will be easier to get around. I'm just going to take each destination as it comes and give it my best."", ""Sylvia: None! I haven't traveled the world. This is going to be a great adventure, and one that I'll never forget![2]""]",0,0
